2024-04-28 20:16:57,466 - INFO - ***STARTING***
2024-04-28 20:16:59,426 - INFO - Started processing model
2024-04-28 21:08:34,322 - INFO - Iteration: 18300, PSNR: 33.2578125
2024-04-28 21:08:49,734 - INFO - Iteration: 18400, PSNR: 35.043724060058594
2024-04-28 21:09:06,000 - INFO - Iteration: 18500, PSNR: 34.56227493286133
2024-04-28 21:09:22,455 - INFO - Iteration: 18600, PSNR: 34.97536087036133
2024-04-28 21:09:38,350 - INFO - Iteration: 18700, PSNR: 34.90380096435547
2024-04-28 21:09:53,828 - INFO - Iteration: 18800, PSNR: 33.307159423828125
2024-04-28 21:10:09,621 - INFO - Iteration: 18900, PSNR: 34.83268356323242
2024-04-28 21:10:26,099 - INFO - Iteration: 19000, PSNR: 34.41313552856445
2024-04-28 21:10:42,876 - INFO - Iteration: 19100, PSNR: 33.253211975097656
2024-04-28 21:10:58,372 - INFO - Iteration: 19200, PSNR: 34.17499923706055
2024-04-28 21:11:13,872 - INFO - Iteration: 19300, PSNR: 33.507877349853516
2024-04-28 21:11:29,355 - INFO - Iteration: 19400, PSNR: 34.51055145263672
2024-04-28 21:11:45,323 - INFO - Iteration: 19500, PSNR: 34.63942337036133
2024-04-28 21:12:00,869 - INFO - Iteration: 19600, PSNR: 35.24384307861328
2024-04-28 21:12:16,099 - INFO - Iteration: 19700, PSNR: 34.37773895263672
2024-04-28 21:12:32,026 - INFO - Iteration: 19800, PSNR: 34.7977294921875
2024-04-28 21:12:48,145 - INFO - Iteration: 19900, PSNR: 34.662437438964844
2024-04-28 21:13:04,405 - INFO - Iteration: 20000, PSNR: 34.76852035522461
2024-04-28 21:13:04,405 - INFO - Processed model
2024-04-28 21:13:04,405 - INFO - Saving PSNRs
2024-04-28 21:13:04,405 - INFO - Saving model
2024-04-28 21:13:04,409 - INFO - Saving optimizer
2024-04-28 21:13:04,413 - INFO - DONE!
2024-04-28 21:13:04,423 - INFO - ***FINISHED***
